n,k,"Wn,k1","Wn,k2","Wn,k3","Wn,k4","Wn,k5","Wn,k6","Wn,k7","Wn,k8","Wn,k9","Wn,k10","Wn,k11","Wn,k12","Wn,k13","Wn,k14","Wn,k15","Wn,k16","Wn,k17","Wn,k18","Wn,k19","Wn,k20","Wn,k21","Wn,k22","Wn,k23","Wn,k24","Wn,k25","Wn,k26","Wn,k27","Wn,k28","Wn,k29","Wn,k30","Wn,k31","Wn,k32","Wn,k33","Wn,k34","Wn,k35","Wn,k36","Wn,k37","Wn,k38","Wn,k39","Wn,k40","Wn,k41","Wn,k42","Wn,k43","Wn,k44","Wn,k45","Wn,k46","Wn,k47","Wn,k48","Wn,k49","Wn,k50","Wn,k51","Wn,k52","Wn,k53","Wn,k54","Wn,k55","Wn,k56","Wn,k57","Wn,k58","Wn,k59","Wn,k60","Wn,k61","Wn,k62","Wn,k63","Wn,k64","Wn,k65","Wn,k66","Wn,k67","Wn,k68","Wn,k69","Wn,k70","Wn,k71","Wn,k72","Wn,k73","Wn,k74","Wn,k75","Wn,k76","Wn,k77","Wn,k78","Wn,k79","Wn,k80","Wn,k81","Wn,k82","Wn,k83","Wn,k84","Wn,k85","Wn,k86","Wn,k87","Wn,k88","Wn,k89","Wn,k90","Wn,k91","Wn,k92","Wn,k93","Wn,k94","Wn,k95","Wn,k96","Wn,k97","Wn,k98","Wn,k99","Wn,k100"
57,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92947E+15,-3.05522E+17,4.5602E+18,-4.39734E+19,3.07814E+20,-1.6663E+21,7.25646E+21,-2.61103E+22,7.91221E+22,-2.04787E+23,4.57552E+23,-8.89684E+23,1.51487E+24,-2.26923E+24,3.00071E+24,-3.51083E+24,3.63928E+24,-3.34365E+24,2.72157E+24,-1.95979E+24,1.24556E+24,-6.96274E+23,3.4073E+23,-1.45057E+23,5.32863E+22,-1.67106E+22,4.41079E+21,-9.61326E+20,1.68426E+20,-2.2801E+19,2.23864E+18,-1.4185E+17,4.35503E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22209E+16,-3.64816E+17,5.27681E+18,-4.92502E+19,3.3326E+20,-1.74155E+21,7.31088E+21,-2.53191E+22,7.37232E+22,-1.83021E+23,3.91461E+23,-7.27136E+23,1.18E+24,-1.6804E+24,2.1065E+24,-2.32914E+24,2.27368E+24,-1.95953E+24,1.48944E+24,-9.96446E+23,5.84871E+23,-2.99842E+23,1.33453E+23,-5.11549E+22,1.67106E+22,-4.58722E+21,1.03823E+21,-1.88637E+20,2.64492E+19,-2.68637E+18,1.75894E+17,-5.57444E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40314E+16,-4.05908E+17,5.68271E+18,-5.12707E+19,3.34913E+20,-1.68713E+21,6.81667E+21,-2.26841E+22,6.33533E+22,-1.50562E+23,3.07635E+23,-5.44616E+23,8.40199E+23,-1.13427E+24,1.34373E+24,-1.39919E+24,1.28123E+24,-1.03115E+24,7.28172E+23,-4.499E+23,2.4218E+23,-1.12921E+23,4.52524E+22,-1.54252E+22,4.41079E+21,-1.03823E+21,1.95893E+20,-2.84837E+19,2.99634E+18,-2.02954E+17,6.64645E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50336E+16,-4.20942E+17,5.69674E+18,-4.96168E+19,3.12431E+20,-1.51482E+21,5.88105E+21,-1.87714E+22,5.01873E+22,-1.13939E+23,2.21881E+23,-3.73422E+23,5.46129E+23,-6.9675E+23,7.77327E+23,-7.59249E+23,6.49244E+23,-4.85448E+23,3.16597E+23,-1.79393E+23,8.78278E+22,-3.68723E+22,1.31399E+22,-3.9207E+21,9.61326E+20,-1.88637E+20,2.84837E+19,-3.10732E+18,2.17988E+17,-7.38494E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50336E+16,-4.0691E+17,5.31609E+18,-4.4633E+19,2.70503E+20,-1.26023E+21,4.69284E+21,-1.43392E+22,3.66232E+22,-7.92431E+22,1.46701E+23,-2.34055E+23,3.23491E+23,-3.88663E+23,4.06741E+23,-3.70997E+23,2.94736E+23,-2.03526E+23,1.21731E+23,-6.27341E+22,2.76542E+22,-1.03242E+22,3.22058E+21,-8.23993E+20,1.68426E+20,-2.64492E+19,2.99634E+18,-2.17988E+17,7.64869E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40314E+16,-3.66627E+17,4.6172E+18,-3.73107E+19,2.1728E+20,-9.70932E+20,3.46119E+21,-1.01029E+22,2.45927E+22,-5.05867E+22,8.87796E+22,-1.33858E+23,1.74228E+23,-1.96358E+23,1.91895E+23,-1.62613E+23,1.19309E+23,-7.55571E+22,4.11017E+22,-1.90719E+22,7.47618E+21,-2.4432E+21,6.53512E+20,-1.39387E+20,2.2801E+19,-2.68637E+18,2.02954E+17,-7.38494E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22209E+16,-3.07814E+17,3.73107E+18,-2.89707E+19,1.61822E+20,-6.92239E+20,2.35735E+21,-6.55805E+21,1.5176E+22,-2.95932E+22,4.90814E+22,-6.96914E+22,8.50883E+22,-8.9551E+22,8.13066E+22,-6.36312E+22,4.28157E+22,-2.4661E+22,1.20789E+22,-4.98412E+21,1.71024E+21,-4.79242E+20,1.06864E+20,-1.82408E+19,2.23864E+18,-1.75894E+17,6.64645E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92947E+15,-2.40714E+17,2.80362E+18,-2.08803E+19,1.11651E+20,-4.56262E+20,1.48085E+21,-3.91639E+21,8.59158E+21,-1.58327E+22,2.47292E+22,-3.29374E+22,3.75536E+22,-3.67191E+22,3.07893E+22,-2.20984E+22,1.35238E+22,-7.01353E+21,3.05478E+21,-1.10338E+21,3.24648E+20,-7.58387E+19,1.35335E+19,-1.73314E+18,1.4185E+17,-5.57444E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52233E+15,-1.75226E+17,1.95752E+18,-1.39564E+19,7.12909E+19,-2.77659E+20,8.5671E+20,-2.14789E+21,4.45295E+21,-7.72787E+21,1.13222E+22,-1.40826E+22,1.49171E+22,-1.34703E+22,1.03586E+22,-6.76189E+21,3.72594E+21,-1.71832E+21,6.55131E+20,-2.02905E+20,4.97691E+19,-9.30428E+18,1.2457E+18,-1.06387E+17,4.35503E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30988E+15,-1.18638E+17,1.26877E+18,-8.64132E+18,4.20696E+19,-1.55765E+20,4.55614E+20,-1.0795E+21,2.1076E+21,-3.43098E+21,4.6942E+21,-5.42441E+21,5.30649E+21,-4.39457E+21,3.07359E+21,-1.80652E+21,8.85193E+20,-3.57344E+20,1.16824E+20,-3.01631E+19,5.92091E+18,-8.30465E+17,7.41487E+16,-3.1673E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48935E+15,-7.46333E+16,7.6247E+17,-4.94937E+18,2.29067E+19,-8.04024E+19,2.22251E+20,-4.95906E+20,9.082E+20,-1.38065E+21,1.75496E+21,-1.87288E+21,1.68028E+21,-1.26559E+21,7.96992E+20,-4.16561E+20,1.78672E+20,-6.1848E+19,1.68559E+19,-3.48289E+18,5.12934E+17,-4.79785E+16,2.14258E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13238E+15,-4.35697E+16,4.24231E+17,-2.61791E+18,1.14861E+19,-3.81001E+19,9.91812E+19,-2.07589E+20,3.55024E+20,-5.01416E+20,5.88619E+20,-5.76095E+20,4.70078E+20,-3.18797E+20,1.78526E+20,-8.16787E+19,3.00405E+19,-8.66873E+18,1.89071E+18,-2.93105E+17,2.87871E+16,-1.34677E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21027E+15,-2.35684E+16,2.18159E+17,-1.27623E+18,5.29168E+18,-1.65302E+19,4.03645E+19,-7.88942E+19,1.25354E+20,-1.63505E+20,1.76029E+20,-1.56693E+20,1.15121E+20,-6.94269E+19,3.40328E+19,-1.33513E+19,4.09357E+18,-9.45355E+17,1.54694E+17,-1.59928E+16,7.85614E+14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36984E+14,-1.17924E+16,1.03478E+17,-5.72074E+17,2.23381E+18,-6.54559E+18,1.49259E+19,-2.71036E+19,3.97716E+19,-4.75754E+19,4.65843E+19,-3.73366E+19,2.43932E+19,-1.28773E+19,5.4127E+18,-1.77019E+18,4.34352E+17,-7.52568E+16,8.21254E+15,-4.24656E+14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10326E+14,-5.44621E+15,4.51637E+16,-2.35138E+17,8.61262E+17,-2.35672E+18,4.99277E+18,-8.37296E+18,1.12679E+19,-1.2259E+19,1.0808E+19,-7.70312E+18,4.40538E+18,-1.99415E+18,6.98759E+17,-1.82885E+17,3.36675E+16,-3.89015E+15,2.12328E+14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39646E+14,-2.31609E+15,1.80875E+16,-8.83345E+16,3.02144E+17,-7.68118E+17,1.50284E+18,-2.31136E+18,2.82901E+18,-2.77127E+18,2.17268E+18,-1.3555E+18,6.64717E+17,-2.50837E+17,7.03405E+16,-1.38123E+16,1.69571E+15,-9.79975E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79022E+13,-9.04377E+14,6.62509E+15,-3.02144E+16,9.60147E+16,-2.25426E+17,4.04488E+17,-5.65801E+17,6.23536E+17,-5.43169E+17,3.72763E+17,-1.99415E+17,8.15219E+16,-2.46192E+16,5.17962E+15,-6.78283E+14,4.1649E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2058E+13,-3.23175E+14,2.21081E+15,-9.36729E+15,2.7491E+16,-5.91933E+16,9.66002E+16,-1.21666E+17,1.19232E+17,-9.09178E+16,5.35016E+16,-2.38601E+16,7.80607E+15,-1.76865E+15,2.48152E+14,-1.62532E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69464E+12,-1.05277E+14,6.69092E+14,-2.61819E+15,7.04682E+15,-1.38E+16,2.02776E+16,-2.27109E+16,1.94824E+16,-1.27385E+16,6.24907E+15,-2.23031E+15,5.47439E+14,-8.27174E+13,5.80473E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4483E+12,-3.11206E+13,1.82664E+14,-6.55518E+14,1.60465E+15,-2.82943E+15,3.69712E+15,-3.62463E+15,2.66619E+15,-1.45327E+15,5.70544E+14,-1.52774E+14,2.50076E+13,-1.88991E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07286E+11,-8.30292E+12,4.46944E+13,-1.45878E+14,3.21526E+14,-5.04153E+14,5.76646E+14,-4.84763E+14,2.9726E+14,-1.29669E+14,3.81934E+13,-6.82025E+12,5.58383E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84509E+11,-1.98642E+12,9.72518E+12,-2.85801E+13,5.6017E+13,-7.68861E+13,7.54075E+13,-5.28462E+13,2.59338E+13,-8.48743E+12,1.66717E+12,-1.48902E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43183019880,-4.22834E+11,1.86392E+12,-4.87104E+12,8.35718E+12,-9.83576E+12,8.04182E+12,-4.51023E+12,1.66058E+12,-3.62429E+11,35607051480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8996462475,-79315750800,3.10918E+11,-7.1125E+11,1.04636E+12,-1.02662E+12,6.71736E+11,-2.82652E+11,69401281950,-7575968400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652411475,-12954905964,44453108700,-87196482450,1.06939E+11,-83966983100,41220155340,-11566880325,1420494075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264385836,-1814412600,5338560150,-8729721000,8568059500,-5047365960,1652411475,-231917400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36288252,-213542406,523783260,-685444760,504736596,-198289377,32468436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187106,-20540520,40320280,-39587184,19440135,-3819816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395010,-1550780,2283876,-1495395,367290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29260,-86184,84645,-27720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,-3135,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1,58,-1653,30856,-424270,4582116,-40475358,300674088,-1916797311,10648873950,-52179482355,2.27692E+11,-8.91795E+11,3.15558E+12,-1.01429E+13,2.97526E+13,-7.99602E+13,1.97549E+14,-4.49972E+14,9.47309E+14,-1.84725E+15,3.34265E+15,-5.62173E+15,8.79923E+15,-1.28322E+16,1.74518E+16,-2.21504E+16,2.62523E+16,-2.9065E+16,3.00673E+16,-2.9065E+16,2.62523E+16,-2.21504E+16,1.74518E+16,-1.28322E+16,8.79923E+15,-5.62173E+15,3.34265E+15,-1.84725E+15,9.47309E+14,-4.49972E+14,1.97549E+14,-7.99602E+13,2.97526E+13,-1.01429E+13,3.15558E+12,-8.91795E+11,2.27692E+11,-52179482355,10648873950,-1916797311,300674088,-40475358,4582116,-424270,30856,-1653,58,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2,0,1653,-61712,1272810,-18328464,202376790,-1804044528,13417581177,-85190991600,4.69615E+11,-2.27692E+12,9.80974E+12,-3.7867E+13,1.31858E+14,-4.16537E+14,1.1994E+15,-3.16078E+15,7.64952E+15,-1.70516E+16,3.50978E+16,-6.6853E+16,1.18056E+17,-1.93583E+17,2.95141E+17,-4.18843E+17,5.53759E+17,-6.82559E+17,7.84756E+17,-8.41883E+17,8.42886E+17,-7.87568E+17,6.86661E+17,-5.58458E+17,4.23463E+17,-2.99174E+17,1.9676E+17,-1.20335E+17,6.83484E+16,-3.59978E+16,1.75489E+16,-7.90195E+15,3.27837E+15,-1.24961E+15,4.36146E+14,-1.38846E+14,4.01308E+13,-1.04738E+13,2.45244E+12,-5.11146E+11,93923068239,-15033704400,2064243258,-238270032,22486310,-1666224,90915,-3248,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3,0,0,30856,-1272810,27492696,-404753580,4510111320,-40252743531,2.98168E+11,-1.87846E+12,1.02462E+13,-4.90487E+13,2.08268E+14,-7.91149E+14,2.70749E+15,-8.39582E+15,2.37058E+16,-6.11962E+16,1.44938E+17,-3.1588E+17,6.35103E+17,-1.18056E+18,2.03262E+18,-3.24655E+18,4.8167E+18,-6.64511E+18,8.53199E+18,-1.02018E+19,1.13654E+19,-1.18004E+19,1.14197E+19,-1.02999E+19,8.65609E+18,-6.7754E+18,4.93637E+18,-3.34493E+18,2.10587E+18,-1.23027E+18,6.65959E+17,-3.33429E+17,1.54088E+17,-6.55673E+16,2.5617E+16,-9.15908E+15,2.98518E+15,-8.82877E+14,2.35662E+14,-5.6406E+13,1.20119E+13,-2.25415E+12,3.68326E+11,-51606081450,6075885816,-584644060,44154936,-2454705,89320,-1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4,0,0,0,424270,-18328464,404753580,-6013481760,67087905885,-5.96337E+11,4.38308E+12,-2.73231E+13,1.47146E+14,-6.94228E+14,2.90088E+15,-1.083E+16,3.63819E+16,-1.10627E+17,3.05981E+17,-7.73005E+17,1.78999E+18,-3.81062E+18,7.4769E+18,-1.35508E+19,2.27258E+19,-3.53224E+19,5.09458E+19,-6.82559E+19,8.50152E+19,-9.85004E+19,1.06204E+20,-1.06584E+20,9.95659E+19,-8.65609E+19,7.00125E+19,-5.26546E+19,3.67942E+19,-2.38665E+19,1.43532E+19,-7.9915E+18,4.11229E+18,-1.95178E+18,8.52376E+17,-3.4156E+17,1.25174E+17,-4.17925E+16,1.26546E+16,-3.45637E+15,8.4609E+14,-1.84183E+14,3.53151E+13,-5.89321E+12,8.42899E+11,-1.01265E+11,9938949020,-765352224,43366455,-1607760,29260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5,0,0,0,0,4582116,-202376790,4510111320,-67087905885,7.45421E+11,-6.57461E+12,4.78154E+13,-2.94292E+14,1.56201E+15,-7.2522E+15,2.97824E+16,-1.09146E+17,3.59539E+17,-1.07093E+18,2.89877E+18,-7.15995E+18,1.61951E+19,-3.3646E+19,6.43663E+19,-1.13629E+20,1.85443E+20,-2.80202E+20,3.92472E+20,-5.10091E+20,6.15627E+20,-6.90323E+20,7.19444E+20,-6.96961E+20,6.27567E+20,-5.25094E+20,4.08073E+20,-2.94354E+20,1.96899E+20,-1.22002E+20,6.99257E+19,-3.70106E+19,1.8054E+19,-8.09757E+18,3.33021E+18,-1.25174E+18,4.28373E+17,-1.32873E+17,3.7156E+16,-9.30699E+15,2.07206E+15,-4.06123E+14,6.92452E+13,-1.01148E+13,1.24049E+12,-1.24237E+11,9758240856,-563763915,21302820,-395010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,6,0,0,0,0,0,40475358,-1804044528,40252743531,-5.96337E+11,6.57461E+12,-5.73785E+13,4.12009E+14,-2.49922E+15,1.3054E+16,-5.95648E+16,2.4012E+17,-8.62893E+17,2.78443E+18,-8.11655E+18,2.14799E+19,-5.18244E+19,1.14397E+20,-2.31719E+20,4.31791E+20,-7.41771E+20,1.17685E+21,-1.72687E+21,2.34642E+21,-2.95501E+21,3.45162E+21,-3.74111E+21,3.76359E+21,-3.51437E+21,3.04554E+21,-2.44844E+21,1.82499E+21,-1.26015E+21,8.05212E+20,-4.75494E+20,2.59075E+20,-1.29989E+20,5.9922E+19,-2.53096E+19,9.76357E+18,-3.42699E+18,1.08956E+18,-3.1211E+17,8.00401E+16,-1.82341E+16,3.65511E+15,-6.37056E+14,9.5079E+13,-1.19087E+13,1.21752E+12,-97582408560,5750391933,-221549328,4187106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,7,0,0,0,0,0,0,300674088,-13417581177,2.98168E+11,-4.38308E+12,4.78154E+13,-4.12009E+14,2.91576E+15,-1.74053E+16,8.93471E+16,-4.00201E+17,1.58197E+18,-5.56885E+18,1.75859E+19,-5.01197E+19,1.29561E+20,-3.05057E+20,6.56537E+20,-1.29537E+21,2.34894E+21,-3.92283E+21,6.04406E+21,-8.60354E+21,1.13275E+22,-1.38065E+22,1.55879E+22,-1.63089E+22,1.58147E+22,-1.42125E+22,1.18341E+22,-9.12496E+21,6.51079E+21,-4.29447E+21,2.61522E+21,-1.46809E+21,7.58267E+20,-3.59532E+20,1.56076E+20,-6.1836E+19,2.22754E+19,-7.26372E+18,2.13275E+18,-5.60281E+17,1.30678E+17,-2.68041E+16,4.77792E+15,-7.28939E+14,9.32851E+13,-9.74017E+12,7.96923E+11,-47919932775,1883169288,-36288252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,8,0,0,0,0,0,0,0,1916797311,-85190991600,1.87846E+12,-2.73231E+13,2.94292E+14,-2.49922E+15,1.74053E+16,-1.02111E+17,5.14544E+17,-2.25996E+18,8.75106E+18,-3.01472E+19,9.30794E+19,-2.59122E+20,6.53695E+20,-1.50066E+21,3.14591E+21,-6.04014E+21,1.06477E+22,-1.72687E+22,2.58106E+22,-3.56008E+22,4.53641E+22,-5.34444E+22,5.8246E+22,-5.87402E+22,5.48198E+22,-4.73365E+22,3.78034E+22,-2.79034E+22,1.90183E+22,-1.19553E+22,6.92099E+21,-3.68301E+21,1.79766E+21,-8.02676E+20,3.26847E+20,-1.20924E+20,4.04693E+19,-1.21872E+19,3.28165E+18,-7.84067E+17,1.64654E+17,-3.00327E+16,4.68604E+15,-6.13016E+14,6.53983E+13,-5.46461E+12,3.3544E+11,-13451209200,264385836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,9,0,0,0,0,0,0,0,0,10648873950,-4.69615E+11,1.02462E+13,-1.47146E+14,1.56201E+15,-1.3054E+16,8.93471E+16,-5.14544E+17,2.54245E+18,-1.09388E+19,4.14524E+19,-1.39619E+20,4.21074E+20,-1.14397E+21,2.81373E+21,-6.29181E+21,1.28353E+22,-2.39573E+22,4.10133E+22,-6.45265E+22,9.34522E+22,-1.24751E+23,1.53653E+23,-1.74738E+23,1.83563E+23,-1.78164E+23,1.59761E+23,-1.32312E+23,1.0115E+23,-7.13188E+22,4.63267E+22,-2.7684E+22,1.51924E+22,-7.64006E+21,3.51171E+21,-1.47081E+21,5.59272E+20,-1.92229E+20,5.94124E+19,-1.64082E+19,4.01834E+18,-8.64434E+17,1.61425E+17,-2.57732E+16,3.44822E+15,-3.7604E+14,3.21046E+13,-2.01264E+12,82388656350,-1652411475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
